epoch,accuracy,loss,val_accuracy,val_loss
0,0.6227760910987854,0.6370778679847717,0.44179242849349976,32.707000732421875
1,0.6495007872581482,0.5852351784706116,0.44656607508659363,3.360588312149048
2,0.684783399105072,0.5509412288665771,0.44302433729171753,18.845684051513672
3,0.7145109176635742,0.5184052586555481,0.4712041914463043,5.183778285980225
4,0.7303130626678467,0.5004431009292603,0.44256237149238586,21.463281631469727
5,0.7082051038742065,0.510371744632721,0.4414844512939453,15.034601211547852
6,0.7555739283561707,0.4672841727733612,0.487218976020813,16.74079132080078
7,0.7678477764129639,0.4510120153427124,0.4662765562534332,24.5241756439209
8,0.7792207598686218,0.4367309510707855,0.47151216864585876,40.66968536376953
9,0.7936716675758362,0.4194122850894928,0.45873114466667175,18.65162467956543
10,0.7973875999450684,0.41071662306785583,0.46442869305610657,21.212291717529297
11,0.8077096343040466,0.3965570628643036,0.4499537944793701,18.601547241210938
12,0.8173560500144958,0.3875267803668976,0.47628581523895264,14.822660446166992
13,0.818707287311554,0.3775864243507385,0.51108717918396,21.917917251586914
14,0.8271150588989258,0.3670465350151062,0.45164766907691956,34.361873626708984
15,0.8291044235229492,0.35919615626335144,0.4490298628807068,45.87248229980469
16,0.8411905765533447,0.3376152813434601,0.44656607508659363,39.91074752807617
17,0.8397267460823059,0.34001660346984863,0.4444102346897125,130.3687286376953
18,0.8458824157714844,0.32851603627204895,0.4470280110836029,58.85208511352539
19,0.8339088559150696,0.34133777022361755,0.44810593128204346,102.20423889160156
20,0.8514000177383423,0.3178025186061859,0.4482599198818207,100.47138977050781
21,0.8509120941162109,0.3112137019634247,0.44610410928726196,115.75860595703125
22,0.8582689166069031,0.29671162366867065,0.47844162583351135,91.45234680175781
23,0.8600705862045288,0.29550617933273315,0.4564213156700134,57.82464599609375
24,0.8607086539268494,0.2940329313278198,0.44933784008026123,138.182373046875
25,0.8584190607070923,0.28908631205558777,0.4889128506183624,50.935970306396484
26,0.8682906627655029,0.2819230854511261,0.45518940687179565,121.81945037841797
27,0.8687035441398621,0.2819770574569702,0.4662765562534332,74.36351013183594
28,0.8738082647323608,0.2724898159503937,0.463350772857666,119.02532196044922
29,0.8736205697059631,0.2693954110145569,0.46365875005722046,96.55850219726562
30,0.8734704852104187,0.26876434683799744,0.4695103168487549,73.18806457519531
31,0.87759929895401,0.25930318236351013,0.45103171467781067,124.12091064453125
32,0.8812026381492615,0.25596389174461365,0.46165692806243896,83.71446990966797
33,0.8832294940948486,0.25216227769851685,0.4618109166622162,96.1612548828125
34,0.8856692314147949,0.2501603662967682,0.4591931104660034,185.99514770507812
35,0.8871331214904785,0.2415841966867447,0.46350476145744324,107.5049057006836
36,0.8882591128349304,0.2422952651977539,0.4619649052619934,77.26668548583984
37,0.8819157481193542,0.24454981088638306,0.4511857032775879,179.3946533203125
38,0.8852939009666443,0.24465124309062958,0.4599630534648895,81.8074951171875
39,0.8901358842849731,0.2415715903043747,0.45719125866889954,100.47210693359375
40,0.8881465196609497,0.23916839063167572,0.45672929286956787,168.99688720703125
41,0.8946024775505066,0.23404358327388763,0.47197413444519043,74.26903533935547
42,0.8971173167228699,0.22296899557113647,0.4525716006755829,200.56976318359375
43,0.8898355960845947,0.23800453543663025,0.46350476145744324,71.88504791259766
44,0.8955408930778503,0.22074371576309204,0.5229442715644836,104.25475311279297
45,0.8958411812782288,0.22544771432876587,0.45303356647491455,219.8097686767578
46,0.9031229019165039,0.21053899824619293,0.45595934987068176,195.94642639160156
47,0.8984310626983643,0.21400517225265503,0.5092393159866333,152.48858642578125
48,0.9013962745666504,0.21166712045669556,0.4610409736633301,201.32955932617188
49,0.9031979441642761,0.2081022709608078,0.5013858675956726,197.66494750976562
50,0.9045867323875427,0.2084009200334549,0.4562673270702362,158.11073303222656
51,0.8995946049690247,0.21597127616405487,0.45811519026756287,278.2148132324219
52,0.907101571559906,0.20347599685192108,0.46427470445632935,208.1756591796875
53,0.9058253765106201,0.19982904195785522,0.49399444460868835,211.6818084716797
54,0.907852292060852,0.1989731639623642,0.4829072952270508,214.9131622314453
55,0.9074018597602844,0.2013891339302063,0.4521096348762512,315.9277648925781
56,0.9027475118637085,0.20517630875110626,0.4584231674671173,232.68115234375
57,0.9087530970573425,0.1978457272052765,0.44656607508659363,358.528076171875
58,0.9100667834281921,0.19180648028850555,0.4482599198818207,430.21917724609375
59,0.9003828763961792,0.2108229398727417,0.468894362449646,277.2711486816406
60,0.9060130715370178,0.19983825087547302,0.4534955322742462,318.2719421386719
61,0.9105923175811768,0.19488687813282013,0.454727441072464,222.41175842285156
62,0.9123939871788025,0.1836431473493576,0.4970742166042328,253.76263427734375
63,0.9107049107551575,0.1884651780128479,0.45103171467781067,422.7159423828125
64,0.9117558598518372,0.18409432470798492,0.4504157602787018,427.83880615234375
65,0.9129570126533508,0.188310906291008,0.4553433954715729,282.4283447265625
