epoch,accuracy,loss,val_accuracy,val_loss
0,0.6903517842292786,0.6031010150909424,0.5665229558944702,0.684123158454895
1,0.6978784799575806,0.5943311452865601,0.4471819996833801,0.7752028703689575
2,0.7043912410736084,0.5859455466270447,0.43902063369750977,0.7806751728057861
3,0.7166367769241333,0.5662861466407776,0.5840775966644287,0.6809994578361511
4,0.7191716432571411,0.5692489743232727,0.4667385220527649,0.6992897987365723
5,0.698268473148346,0.589937686920166,0.5528180003166199,0.7331193089485168
6,0.7533344030380249,0.5345740914344788,0.48706498742103577,0.7182871103286743
7,0.7732236385345459,0.5065988898277283,0.5620572566986084,0.7206219434738159
8,0.7678028345108032,0.5036430954933167,0.4490298628807068,0.7548353672027588
9,0.7087980508804321,0.5738383531570435,0.5543578863143921,0.6835660338401794
10,0.7443647384643555,0.5444502234458923,0.5529719591140747,0.7028324604034424
11,0.7707276940345764,0.506605863571167,0.44394826889038086,0.7249969840049744
12,0.7814133167266846,0.48865851759910583,0.4482599198818207,0.7363247871398926
13,0.7819592952728271,0.4781091511249542,0.5429627299308777,0.7044450044631958
14,0.7619920372962952,0.5127384066581726,0.5637511610984802,0.7257440686225891
