epoch,accuracy,loss,val_accuracy,val_loss
0,0.6049060225486755,0.6502009630203247,0.559439480304718,0.8518311381340027
1,0.6072849035263062,0.6282044053077698,0.559439480304718,0.6866112351417542
2,0.6240152716636658,0.6012072563171387,0.44240838289260864,3.736931562423706
3,0.6749083399772644,0.5696767568588257,0.44471821188926697,0.9946135878562927
4,0.715427815914154,0.5360897183418274,0.5149368643760681,8.862284660339355
5,0.7389048933982849,0.5081676840782166,0.5301817059516907,2.031517505645752
6,0.7557522654533386,0.4845418930053711,0.5431167483329773,41.26055145263672
7,0.7786443829536438,0.456272691488266,0.419464111328125,1.8316212892532349
8,0.7889400124549866,0.44113677740097046,0.42392978072166443,1.9634777307510376
9,0.8000156283378601,0.42324140667915344,0.46211889386177063,0.8764246106147766
10,0.807347297668457,0.41385704278945923,0.4365568161010742,0.882617712020874
11,0.8173309564590454,0.3978007733821869,0.43470895290374756,0.8635287284851074
12,0.8228687047958374,0.38865721225738525,0.42085000872612,0.9273170828819275
13,0.830083429813385,0.38287147879600525,0.4470280110836029,5.1596221923828125
14,0.8363232016563416,0.36967796087265015,0.43886664509773254,1.0180903673171997
15,0.8382341265678406,0.3658568561077118,0.405297189950943,2.2258894443511963
16,0.8350362777709961,0.36776331067085266,0.41407454013824463,1.3570284843444824
17,0.8485687375068665,0.3491384983062744,0.4146904945373535,2.9913949966430664
18,0.851961612701416,0.3445200026035309,0.43193715810775757,1.0143440961837769
19,0.8527805805206299,0.34262922406196594,0.4397905766963959,5.391904354095459
20,0.8513766527175903,0.3412742018699646,0.44040653109550476,0.884401261806488
21,0.8551595211029053,0.34067121148109436,0.440560519695282,0.8779181838035583
22,0.8621792197227478,0.3237425684928894,0.42331382632255554,1.2030454874038696
23,0.8603463172912598,0.32796797156333923,0.4230058491230011,1.0939987897872925
24,0.8635051846504211,0.3249078392982483,0.44656607508659363,0.9761420488357544
