epoch,accuracy,loss,val_accuracy,val_loss
0,0.5520630478858948,0.6411505937576294,0.42777949571609497,3.1724319458007812
1,0.5675064325332642,0.6171395778656006,0.4385586678981781,2.338320255279541
2,0.597730278968811,0.600511372089386,0.528333842754364,9.057806015014648
3,0.65080726146698,0.5670697689056396,0.4527255892753601,3.5214040279388428
4,0.6743233799934387,0.5432751774787903,0.4267015755176544,1.2450225353240967
5,0.6845409870147705,0.5230182409286499,0.478903591632843,1.069722056388855
6,0.7027533054351807,0.5039675831794739,0.4584231674671173,10.597312927246094
7,0.7156618237495422,0.4877016842365265,0.4356328845024109,0.9461125731468201
8,0.722837507724762,0.4777734577655792,0.5209423899650574,3.8900256156921387
9,0.7272053956985474,0.4787597060203552,0.5029257535934448,2.32277774810791
10,0.7433507442474365,0.45495685935020447,0.512781023979187,4.61907434463501
11,0.7532563805580139,0.4437674880027771,0.5340313911437988,2.4771435260772705
12,0.7578191757202148,0.43723198771476746,0.5234062075614929,2.1205008029937744
13,0.7529833912849426,0.4395727217197418,0.45595934987068176,1.1590149402618408
14,0.7633959650993347,0.42863473296165466,0.51108717918396,2.978609800338745
15,0.770337700843811,0.4194389581680298,0.4299353361129761,1.0723050832748413
16,0.7756415009498596,0.4160093367099762,0.43316906690597534,2.5193004608154297
17,0.7993136048316956,0.3887385129928589,0.5015398859977722,4.344480514526367
18,0.812105119228363,0.37671592831611633,0.4370187819004059,0.9730679392814636
19,0.8208798170089722,0.362976610660553,0.422235906124115,1.1551513671875
20,0.8274705410003662,0.35326114296913147,0.4253156781196594,0.9645253419876099
21,0.8296154737472534,0.35417577624320984,0.4379427134990692,1.3106013536453247
22,0.8296934962272644,0.349729061126709,0.44302433729171753,0.9056097865104675
23,0.8333203196525574,0.3433641791343689,0.4541114866733551,1.20071542263031
24,0.830239474773407,0.3551155924797058,0.441946417093277,1.8032567501068115
25,0.8336323499679565,0.34288376569747925,0.44256237149238586,1.4893654584884644
26,0.8405740857124329,0.33501875400543213,0.4456421434879303,1.8846229314804077
27,0.8431479334831238,0.334356427192688,0.4421004056930542,1.1580263376235962
28,0.8394430875778198,0.333985298871994,0.43547889590263367,2.2482430934906006
29,0.845370888710022,0.3295113146305084,0.4400985538959503,1.6776686906814575
30,0.8484517335891724,0.3184921145439148,0.44733598828315735,1.789758324623108
31,0.8493877053260803,0.3231140971183777,0.4427163600921631,42.85251235961914
32,0.8489587306976318,0.32088324427604675,0.4441022574901581,21.667219161987305
33,0.84720379114151,0.3263140916824341,0.43948259949684143,35.04635238647461
34,0.7936588525772095,0.386623740196228,0.44102248549461365,18.54644012451172
