frame_begin,frame_end,reaction_time,block_id
9201,9511,342.14,1
9511,9853,367.23,1
9853,9986,376.68,1
9986,10177,342.13,1
10177,10369,385.58,1
10369,10560,331.03,1
10560,10751,333.81,1
10751,10912,327.92,1
10912,11042,302.7,1
11042,11179,530.8,1
11179,11520,314.95,1
11520,11681,322.06,1
11681,11991,315.48,1
11991,12333,381.23,1
12333,12584,335.35,1
12584,12806,347.12,1
12806,12970,441.58,1
12970,13132,360.72,1
13132,13292,301.49,1
13292,13511,306.59,1
13512,13612,330.35,1
13613,13832,302.12,1
13833,14083,314.89,1
14083,14424,312.65,1
14424,14527,399.75,1
14527,14659,387.88,1
14659,14759,288.34,1
14759,14949,313.77,1
14949,15259,298.2,1
15259,15510,323.62,1
15510,15613,406.05,1
15613,15864,331.51,1
15864,16085,331.28,1
16085,16217,374.07,1
16217,16407,316.18,1
16407,16539,375.62,1
16539,16851,369.39,1
16851,17161,292.83,1
17161,17505,434.25,1
17505,17607,352.72,1
17607,17826,287.84,1
17826,18076,301.93,1
18076,18296,299.01,1
18296,18547,328.43,1
18547,18738,343.87,1
18738,19049,323.98,1
19049,19180,338.76,1
19180,19521,322.84,1
19521,19802,327.95,1
19802,20021,303.71,1
20021,20152,311.81,1
20152,20284,362.59,1
20284,20389,455.71,1
20389,20548,269.53,1
20548,20800,352.28,1
20800,20967,526.72,1
20967,21158,334.23,1
21158,21350,384.66,1
21350,21570,318.45,1
21570,21852,355.55,1
21852,22013,353.98,1
22013,22354,310.42,1
22354,22695,347.18,1
22695,22975,290.95,1
22975,23135,323.38,1
23136,23475,308.13,1
23475,23612,528.23,1
23612,23863,295.73,1
23863,24083,320.83,1
24083,24424,326.57,1
24424,24645,330.35,1
24645,24806,349.45,1
24806,25057,316.9,1
25057,25247,304.0,1
25247,25438,344.76,1
25438,25693,472.19,1
25693,25857,422.01,1
25857,26108,330.81,1
26108,26271,393.92,1
26271,26374,417.71,1
26374,26479,484.86,1
26479,26608,261.68,1
26608,26920,361.09,1
26920,27050,294.54,1
68048,68301,409.73,2
68301,68492,366.51,2
68493,68834,354.28,2
68834,69054,325.4,2
69054,69396,367.15,2
69396,69706,284.94,2
69706,69898,370.34,2
69898,70238,309.46,2
70238,70373,448.56,2
70373,70656,412.36,2
70656,70999,398.15,2
70999,71340,348.6,2
71341,71446,474.39,2
71446,71638,370.21,2
71638,71800,344.0,2
71800,72115,460.09,2
72115,72218,405.26,2
72218,72440,366.38,2
72440,72633,400.49,2
72633,72973,314.94,2
72973,73104,358.38,2
73104,73208,412.16,2
73208,73428,308.63,2
73428,73678,305.06,2
73678,74019,318.81,2
74019,74269,327.57,2
74269,74490,327.34,2
74490,74682,362.78,2
74682,74962,297.89,2
74962,75273,323.97,2
75273,75583,309.39,2
75583,75773,307.5,2
75774,75934,319.26,2
75934,76218,448.35,2
76218,76348,298.5,2
76348,76479,314.61,2
76479,76819,320.35,2
76819,77011,335.79,2
77011,77206,463.23,2
77206,77553,526.37,2
77553,77775,373.21,2
77775,77939,422.33,2
77939,78190,331.12,2
78190,78471,331.56,2
78471,78663,391.0,2
78663,79007,433.44,2
79007,79229,345.25,2
79229,79448,276.36,2
79448,79732,421.77,2
79732,80072,323.56,2
80072,80292,324.0,2
80292,80394,367.1,2
80394,80645,341.87,2
80645,80837,365.32,2
80837,80968,329.76,2
80968,81308,290.87,2
81308,81588,325.28,2
81588,81748,276.38,2
81748,82032,457.79,2
82033,82229,507.95,2
82229,82514,469.76,2
82514,82736,380.25,2
82736,82986,302.37,2
82986,83119,378.46,2
83119,83459,320.92,2
83459,83652,401.01,2
83652,83876,392.48,2
83876,84095,285.61,2
84095,84407,367.68,2
84408,84512,456.81,2
84512,84854,369.27,2
84854,84957,418.4,2
84957,85121,425.54,2
85121,85281,285.34,2
85281,85595,440.09,2
85595,85936,344.21,2
123544,123826,385.35,3
123826,124047,335.14,3
124047,124328,335.56,3
124328,124580,335.0,3
124580,124861,337.77,3
124861,125202,318.2,3
125202,125366,437.97,3
125366,125497,324.79,3
125497,125687,308.23,3
125688,125818,307.66,3
125818,125977,288.09,3
125977,126107,288.19,3
126107,126358,326.28,3
126358,126669,342.04,3
126669,126860,313.48,3
126860,127081,329.91,3
127081,127184,404.35,3
127184,127284,320.16,3
127284,127535,316.93,3
127535,127817,369.35,3
127817,127948,314.8,3
127948,128202,454.57,3
128202,128484,358.37,3
128484,128674,304.48,3
128674,128984,289.58,3
128984,129325,331.98,3
129325,129488,395.09,3
129488,129740,348.55,3
129740,130051,336.65,3
130051,130363,360.75,3
130363,130556,390.87,3
130556,130867,333.65,3
