frame_begin,frame_end,pvt_n_lapses_500ms,pvt_n_lapses_60s,pvt_median_rt,pvt_mean_rt,pvt_mean_log_rt,pvt_mean_slowest_10_percent_rt,pvt_mean_fastest_10_percent_rt
5953,25665,0,0,317.895,326.2579268292683,5.780521012753244,414.0411111111111,274.234
55623,79107,5,0,333.42499999999995,354.66780487804874,5.851498328405713,521.4877777777779,273.265
117416,136405,2,0,318.155,335.462875,5.802507092106896,469.345,276.03555555555556
