frame_begin,frame_end,reaction_time,block_id
13406,13536,319.95,1
13536,13697,311.71,1
13697,13946,280.45,1
13946,14286,299.51,1
14286,14449,379.28,1
14449,14762,405.03,1
14762,14865,424.83,1
14865,15147,368.94,1
15147,15459,356.35,1
15459,15799,308.77,1
15799,16142,401.84,1
16142,16423,307.61,1
16423,16584,347.37,1
16584,16803,274.46,1
16803,16993,300.53,1
16993,17243,301.94,1
17243,17377,441.03,1
17377,17567,320.5,1
17567,17849,333.58,1
17849,17980,335.68,1
17980,18112,382.44,1
18112,18421,261.21,1
18421,18733,348.6,1
18733,18862,286.7,1
18862,18992,283.46,1
18992,19181,284.2,1
19182,19312,308.29,1
19312,19442,296.39,1
19442,19574,351.82,1
19574,19674,293.61,1
19674,19894,281.01,1
19894,20024,325.78,1
20024,20244,306.18,1
20244,20346,345.95,1
20346,20476,324.07,1
20476,20607,327.5,1
20607,20949,375.56,1
20949,21050,340.68,1
21050,21183,379.79,1
21183,21523,301.88,1
21523,21639,833.64,1
21639,21950,340.89,1
21950,22082,363.65,1
22082,22243,333.43,1
22243,22344,347.87,1
22344,22684,276.28,1
22684,22876,365.04,1
22876,22979,394.16,1
22979,23109,302.28,1
23109,23422,380.35,1
23422,23553,357.12,1
23553,23895,373.54,1
23895,24029,438.99,1
24029,24188,286.11,1
24188,24439,311.19,1
24439,24751,376.59,1
24751,24972,338.37,1
24972,25193,342.12,1
25193,25354,324.55,1
25354,25665,349.97,1
25665,25916,329.39,1
25916,26136,297.14,1
26136,26418,358.88,1
26418,26553,459.0,1
26553,26894,350.78,1
26894,27056,361.21,1
27056,27248,379.31,1
27248,27532,441.74,1
27532,27753,337.54,1
27753,28004,333.62,1
28004,28316,374.37,1
28316,28509,395.81,1
28510,28760,329.25,1
28760,29014,408.33,1
29014,29116,379.47,1
29116,29308,352.91,1
29308,29588,292.66,1
29588,29689,336.42,1
29689,29848,291.53,1
29848,30098,317.59,1
30098,30229,313.03,1
30229,30391,368.79,1
30391,30581,322.89,1
30581,30833,326.97,1
30833,31054,350.73,1
31054,31157,407.51,1
31157,31379,392.63,1
98282,98535,414.83,2
98535,98727,349.95,2
98727,99068,334.37,2
99068,99289,342.11,2
99289,99629,314.53,2
99629,99940,315.93,2
99940,100132,372.03,2
100132,100475,415.78,2
100475,100608,403.23,2
100608,100888,280.0,2
100888,101229,346.4,2
101230,101571,350.81,2
101571,101675,448.59,2
101675,101869,419.39,2
101869,102032,415.18,2
102032,102343,307.97,2
102343,102446,395.07,2
102446,102667,344.17,2
102667,102858,310.94,2
102858,103199,343.67,2
103199,103333,409.11,2
103333,103435,347.59,2
103435,103656,326.69,2
103656,103909,382.12,2
103909,104251,360.2,2
104251,104504,394.97,2
104504,104725,349.08,2
104725,104922,526.84,2
104922,105203,315.32,2
105203,105515,379.73,2
105515,105827,374.48,2
105827,106018,356.59,2
106018,106182,415.02,2
106182,106462,300.13,2
106462,106594,368.23,2
106594,106725,309.01,2
106725,107068,422.75,2
107068,107259,326.87,2
107259,107451,398.95,2
107452,107790,264.38,2
107790,108014,430.78,2
108014,108177,397.92,2
108177,108430,379.36,2
108430,108709,269.78,2
108709,108898,295.87,2
108899,109240,366.26,2
109241,109461,320.68,2
109461,109683,385.11,2
109683,109963,293.55,2
109963,110304,335.94,2
110304,110529,443.03,2
110529,110633,432.84,2
110633,110886,400.95,2
110886,111078,345.08,2
111078,111208,307.2,2
111208,111548,280.92,2
111548,111829,335.32,2
111829,111990,354.42,2
111990,112272,362.17,2
112272,112466,427.28,2
112466,112746,299.72,2
112746,112967,340.8,2
112967,113220,408.89,2
113220,113353,397.01,2
113353,113693,290.77,2
113693,113885,364.19,2
113885,114105,301.97,2
114105,114326,339.04,2
114326,114635,259.13,2
114635,114737,359.88,2
114737,115078,335.61,2
115078,115179,353.06,2
115179,115343,419.5,2
115343,115504,355.29,2
