frame_begin,frame_end,pvt_n_lapses_500ms,pvt_n_lapses_60s,pvt_median_rt,pvt_mean_rt,pvt_mean_log_rt,pvt_mean_slowest_10_percent_rt,pvt_mean_fastest_10_percent_rt
10327,31757,2,0,329.35,345.1289156626506,5.828642256796115,477.8633333333333,270.442
79013,101204,3,0,330.65,346.6313253012048,5.835584840952523,485.1533333333334,279.54799999999994
137588,157355,3,0,352.235,363.2605681818182,5.8783519508119495,522.01,282.13199999999995
