frame_begin,frame_end,pvt_n_lapses_500ms,pvt_n_lapses_60s,pvt_median_rt,pvt_mean_rt,pvt_mean_log_rt,pvt_mean_slowest_10_percent_rt,pvt_mean_fastest_10_percent_rt
11668,32518,2,0,336.34000000000003,340.63975609756096,5.8223439383171245,432.40666666666664,279.776
84704,105346,3,0,347.98,360.45381578947365,5.86965308414982,521.1700000000001,279.3677777777778
143826,163930,4,0,348.38,364.2746987951807,5.881004230767723,518.2388888888888,281.896
