frame_begin,frame_end,pvt_n_lapses_500ms,pvt_n_lapses_60s,pvt_median_rt,pvt_mean_rt,pvt_mean_log_rt,pvt_mean_slowest_10_percent_rt,pvt_mean_fastest_10_percent_rt
9139,30708,1,0,335.03999999999996,341.80205128205137,5.822983583129268,456.35375,268.85333333333335
71230,89678,12,0,360.37,401.4521518987342,5.944619368772205,785.72125,288.4655555555556
129564,157713,12,0,366.90999999999997,438.97999999999996,5.994645998026002,1036.3175,297.44111111111107
