frame_begin,frame_end,pvt_n_lapses_500ms,pvt_n_lapses_60s,pvt_median_rt,pvt_mean_rt,pvt_mean_log_rt,pvt_mean_slowest_10_percent_rt,pvt_mean_fastest_10_percent_rt
15646,36956,3,0,323.055,340.4631395348837,5.815756525428494,495.1788888888889,278.82699999999994
97686,117536,2,0,327.53,342.0603703703704,5.822573959868968,465.34000000000003,270.18999999999994
157844,181066,2,0,332.94500000000005,344.086375,5.825335034560689,494.8375,269.6111111111111
