frame_begin,frame_end,pvt_n_lapses_500ms,pvt_n_lapses_60s,pvt_median_rt,pvt_mean_rt,pvt_mean_log_rt,pvt_mean_slowest_10_percent_rt,pvt_mean_fastest_10_percent_rt
11804,33515,1,0,341.52,349.5342857142857,5.846039852263936,454.235,277.898
88703,108869,2,0,355.78999999999996,360.643375,5.878799418790317,472.20000000000005,292.4811111111111
148340,167621,3,0,345.66,361.56925,5.875279396433254,509.01375,281.92
