frame_begin,frame_end,reaction_time,block_id
7666,7796,319.55,1
7796,7955,267.31,1
7955,8235,294.36,1
8235,8424,263.11,1
8424,8674,297.84,1
8674,8924,295.25,1
8924,9024,299.01,1
9024,9245,328.1,1
9245,9434,282.53,1
9434,9623,279.94,1
9623,9903,302.33,1
9903,10094,335.08,1
10094,10434,292.16,1
10434,10535,360.57,1
10536,10875,296.32,1
10875,11186,329.4,1
11186,11526,298.46,1
11526,11835,271.52,1
11835,11967,348.28,1
11967,12188,339.38,1
12188,12469,319.13,1
12469,12600,330.56,1
12600,12790,293.99,1
12790,12950,318.42,1
12950,13051,337.51,1
13051,13181,280.29,1
13181,13491,311.01,1
13491,13711,303.43,1
13711,14051,292.83,1
14051,14274,409.89,1
14274,14583,275.34,1
14583,14893,306.07,1
14893,15233,276.46,1
15233,15483,294.53,1
15483,15702,262.95,1
15702,15983,318.0,1
15983,16084,349.11,1
16084,16396,360.19,1
16396,16737,342.94,1
16737,17078,327.35,1
17078,17179,317.79,1
17179,17520,331.53,1
17520,17709,302.95,1
17709,17810,314.71,1
17810,18030,319.13,1
18030,18190,282.89,1
18190,18350,295.98,1
18350,18570,309.06,1
18570,18790,317.13,1
18790,18891,316.23,1
18891,19142,348.98,1
19142,19272,311.09,1
19272,19462,303.18,1
19462,19626,419.59,1
19626,19846,295.38,1
19846,20158,357.45,1
20158,20262,439.23,1
20262,20424,366.36,1
20424,20557,439.81,1
20557,20720,394.94,1
20720,20822,370.73,1
20822,21073,336.5,1
21073,21358,440.92,1
21358,21518,303.38,1
21518,21798,309.11,1
21798,22048,316.87,1
22048,22390,358.6,1
22390,22734,431.01,1
22734,22985,327.14,1
22985,23296,354.87,1
23296,23457,336.65,1
23457,23709,344.73,1
23709,23839,298.84,1
23839,23940,325.94,1
23940,24191,310.02,1
24191,24321,309.47,1
24321,24544,377.89,1
24544,24766,367.65,1
24766,24958,373.09,1
24958,25179,310.86,1
25179,25459,319.94,1
25459,25650,335.03,1
61107,61416,304.65,2
61416,61732,506.7,2
61732,62076,408.51,2
62076,62239,412.97,2
62239,62428,269.09,2
62428,62771,400.81,2
62771,62931,293.26,2
62931,63090,288.69,2
63090,63249,265.76,2
63249,63408,251.5,2
63408,63751,407.88,2
63751,64092,345.3,2
64092,64251,291.75,2
64252,64383,332.51,2
64383,64662,280.26,2
64662,64912,294.33,2
64912,65133,311.4,2
65133,65357,435.82,2
65357,65667,311.6,2
65667,65887,304.01,2
65887,66047,312.44,2
66047,66159,707.54,2
66159,66319,300.08,2
66319,66419,295.86,2
66419,66522,379.62,2
66522,66773,341.71,2
66773,66933,292.16,2
66933,67213,317.89,2
67213,67344,333.32,2
67344,67563,272.08,2
