frame_begin,frame_end,reaction_time,block_id
17063,17315,391.58,1
17315,17506,336.37,1
17506,17847,321.44,1
17847,18068,333.86,1
18068,18408,334.93,1
18409,18718,291.67,1
18718,18910,348.42,1
18910,19251,340.17,1
19251,19385,409.94,1
19385,19666,338.39,1
19666,20007,338.8,1
20007,20347,303.86,1
20347,20451,411.63,1
20451,20643,367.75,1
20643,20804,328.53,1
20804,21114,320.61,1
21114,21215,315.71,1
21215,21436,336.13,1
21436,21625,278.56,1
21625,21965,281.61,1
21965,22098,410.37,1
22098,22199,333.5,1
22199,22420,332.59,1
22421,22672,360.69,1
22672,23014,344.44,1
23014,23266,379.86,1
23266,23486,272.96,1
23486,23676,315.04,1
23676,23955,283.11,1
23955,24264,249.84,1
24264,24576,377.89,1
24576,24767,323.34,1
24767,24929,383.09,1
24929,25212,393.53,1
25212,25345,401.65,1
25345,25475,305.78,1
25475,25816,360.17,1
25816,26007,322.94,1
26007,26196,270.02,1
26196,26536,300.75,1
26536,26758,361.15,1
26758,26919,330.94,1
26919,27170,343.02,1
27170,27453,382.77,1
27453,27645,376.21,1
27645,27987,350.64,1
27987,28207,325.74,1
28207,28430,378.15,1
28430,28711,355.59,1
28711,29053,356.0,1
29053,29273,323.09,1
29273,29378,486.2,1
29379,29632,412.33,1
29632,29823,332.45,1
29823,29953,311.22,1
29953,30295,364.95,1
30295,30579,440.05,1
30579,30739,311.18,1
30740,31020,319.25,1
31020,31210,319.35,1
31210,31489,251.42,1
31489,31711,374.49,1
31711,31961,312.58,1
31962,32093,372.01,1
32093,32433,303.76,1
32433,32624,336.51,1
32624,32845,324.27,1
32845,33066,332.69,1
33066,33376,291.77,1
33376,33479,395.53,1
33479,33821,361.95,1
33821,33925,447.08,1
33925,34086,329.55,1
34086,34248,348.65,1
34248,34558,300.72,1
34558,34898,302.47,1
34898,35090,379.21,1
90683,90825,704.04,2
90825,90986,328.6,2
90986,91326,325.68,2
91326,91456,321.11,2
91456,91798,366.83,2
91798,92140,354.59,2
92140,92361,325.68,2
92361,92639,261.1,2
92640,92950,332.48,2
92951,93141,302.24,2
93141,93333,375.0,2
93333,93553,308.77,2
93553,93834,334.5,2
93834,94176,387.57,2
94177,94515,262.67,2
94515,94619,426.76,2
94619,94779,305.88,2
94779,94914,469.98,2
94914,95225,333.43,2
95225,95327,359.87,2
95327,95607,294.97,2
95607,95948,329.36,2
95948,96198,317.44,2
96198,96420,345.86,2
96420,96583,395.64,2
96583,96834,313.07,2
96834,96938,423.51,2
96938,97278,303.62,2
97278,97411,403.71,2
97411,97519,563.52,2
97519,97828,283.01,2
97828,98050,364.74,2
98050,98302,358.51,2
98302,98434,376.61,2
98434,98657,382.39,2
98657,98936,304.81,2
98937,99276,307.21,2
99276,99380,414.98,2
99380,99662,375.08,2
99662,99972,322.5,2
99972,100163,330.59,2
100163,100322,273.68,2
100322,100513,331.76,2
100513,100616,405.54,2
100616,100958,343.97,2
100958,101089,338.07,2
101089,101279,325.5,2
101279,101500,317.91,2
101500,101842,390.65,2
101842,101975,415.44,2
101975,102317,357.21,2
102317,102481,414.98,2
102481,102762,319.42,2
102762,102865,410.53,2
102865,102971,497.67,2
102971,103312,331.14,2
103312,103532,306.88,2
103532,103636,446.64,2
103636,103826,289.45,2
103826,103929,389.21,2
103929,104089,294.33,2
104089,104399,286.72,2
104399,104562,391.81,2
104562,104692,299.94,2
104692,104796,451.03,2
104797,104958,353.51,2
104958,105269,349.59,2
105269,105490,340.68,2
105490,105741,324.77,2
105741,106021,281.19,2
106021,106243,366.26,2
106243,106522,285.36,2
106523,106833,294.41,2
106833,107084,327.83,2
107084,107425,356.9,2
107425,107647,363.99,2
107647,107839,378.09,2
107840,108149,296.87,2
108149,108403,413.27,2
108403,108535,388.73,2
151212,151524,380.23,3
151524,151865,343.32,3
151865,152149,418.07,3
152149,152376,517.85,3
152376,152569,410.01,3
152569,152702,385.47,3
152702,152806,425.26,3
152806,153062,514.06,3
153062,153192,309.54,3
153192,153533,322.28,3
153533,153818,450.7,3
153818,153954,500.84,3
153954,154238,425.99,3
154238,154489,341.76,3
154489,154678,285.18,3
154678,154841,382.26,3
154841,154975,438.4,3
154975,155164,285.86,3
155164,155269,450.28,3
155269,155553,426.06,3
155553,155748,456.87,3
155748,156028,295.98,3
156028,156161,387.42,3
156161,156503,346.51,3
156503,156793,640.61,3
156793,157043,316.79,3
157043,157388,470.52,3
157388,157728,306.3,3
157728,158069,348.69,3
158070,158382,384.77,3
158382,158722,294.86,3
158722,158912,311.62,3
158912,159074,355.37,3
159074,159263,285.13,3
159263,159545,355.54,3
159545,159888,395.28,3
159888,160050,367.09,3
160050,160366,486.5,3
160366,160529,406.98,3
160529,160812,400.76,3
160812,161092,306.53,3
161092,161287,459.27,3
161287,161478,336.41,3
161478,161819,332.83,3
161820,162132,388.9,3
162132,162384,351.02,3
162384,162545,324.79,3
162545,162708,420.54,3
162708,162846,548.01,3
162846,163008,362.51,3
163008,163261,397.27,3
163261,163488,525.73,3
163488,163770,357.2,3
163770,163992,373.98,3
163992,164275,380.41,3
164275,164439,433.52,3
164439,164718,285.97,3
164719,165061,405.02,3
165061,165343,366.8,3
165343,165476,408.24,3
165476,165791,441.69,3
165791,166102,358.45,3
166102,166353,341.23,3
166354,166604,340.31,3
166604,166799,443.73,3
166799,167141,368.18,3
167141,167363,345.95,3
167363,167465,367.73,3
167465,167656,345.83,3
167656,167884,572.93,3
167884,167987,382.11,3
167987,168267,340.55,3
168267,168609,356.62,3
168609,168951,376.02,3
168951,169203,325.47,3
