frame_begin,frame_end,pvt_n_lapses_500ms,pvt_n_lapses_60s,pvt_median_rt,pvt_mean_rt,pvt_mean_log_rt,pvt_mean_slowest_10_percent_rt,pvt_mean_fastest_10_percent_rt
17934,38732,7,0,392.27,402.57505882352945,5.98782015643022,521.8033333333333,330.98400000000004
91450,111145,21,0,431.75,445.8279310344827,6.082642232878265,623.5088888888889,334.777
153224,175207,26,0,451.355,515.1837499999999,6.173558690525664,1058.825,346.92
