frame_begin,frame_end,pvt_n_lapses_500ms,pvt_n_lapses_60s,pvt_median_rt,pvt_mean_rt,pvt_mean_log_rt,pvt_mean_slowest_10_percent_rt,pvt_mean_fastest_10_percent_rt
14425,33897,7,0,331.69,358.0141772151898,5.864030818140864,523.2750000000001,281.69888888888886
72504,92289,12,0,381.46500000000003,412.57845238095234,5.991014714520553,650.6066666666667,302.976
130403,149303,13,0,386.71,458.9767532467532,6.041903871546562,1068.25,309.75333333333333
