frame_begin,frame_end,reaction_time,block_id
15516,15767,372.22,1
15768,15960,373.67,1
15960,16119,287.44,1
16119,16222,382.87,1
16222,16473,344.97,1
16473,16635,355.4,1
16635,16825,318.16,1
16825,17047,358.59,1
17047,17182,468.04,1
17182,17313,341.52,1
17313,17596,421.92,1
17596,17698,373.07,1
17698,18040,348.82,1
18040,18320,304.57,1
18320,18424,419.66,1
18424,18734,316.11,1
18734,18924,307.19,1
18924,19234,297.25,1
19234,19513,279.01,1
19513,19704,348.41,1
19705,19956,371.84,1
19956,20059,376.96,1
20059,20162,393.41,1
20162,20321,281.87,1
20321,20480,274.95,1
20480,20669,273.02,1
20669,20920,322.74,1
20920,21081,326.51,1
21081,21181,324.95,1
21182,21281,291.39,1
21281,21441,291.81,1
21441,21690,269.22,1
21690,21851,322.96,1
21851,21980,266.4,1
21980,22081,343.47,1
22081,22364,395.23,1
22364,22616,352.67,1
22616,22866,312.09,1
22866,23148,360.16,1
23148,23249,357.29,1
23249,23351,343.06,1
23351,23660,291.15,1
23660,23790,271.24,1
23790,23981,329.31,1
23981,24086,467.76,1
24086,24187,340.25,1
24187,24290,402.68,1
24290,24575,459.45,1
24575,24863,562.59,1
24863,25144,333.73,1
25144,25454,321.48,1
25454,25616,389.24,1
25617,25927,336.0,1
25927,26088,331.1,1
26088,26309,314.86,1
26309,26410,357.96,1
26410,26631,321.05,1
26631,26761,324.49,1
26761,26921,308.24,1
26921,27171,325.65,1
27171,27451,302.73,1
27451,27673,354.8,1
27673,27982,286.88,1
27982,28086,431.31,1
28086,28217,318.11,1
28217,28349,389.54,1
28349,28451,357.35,1
28451,28551,323.13,1
28551,28892,328.85,1
28892,29142,288.95,1
29142,29455,399.66,1
29455,29677,368.78,1
29677,29897,305.54,1
29897,29997,325.32,1
29997,30189,349.4,1
30189,30321,391.51,1
30321,30632,337.26,1
30633,30796,415.71,1
30796,30960,411.5,1
30960,31093,398.31,1
31093,31196,394.1,1
31196,31447,334.88,1
31447,31639,374.31,1
31639,31893,425.07,1
31893,32204,353.5,1
32204,32396,368.28,1
32396,32499,397.4,1
32499,32754,470.84,1
32754,32884,324.31,1
32885,33194,297.72,1
33194,33475,323.45,1
90869,91007,573.69,2
91007,91167,323.54,2
91167,91509,353.28,2
91509,91640,334.72,2
91640,91983,402.14,2
91983,92324,340.56,2
92324,92547,387.66,2
92547,92829,346.09,2
92829,93140,333.51,2
93140,93329,292.93,2
93329,93519,306.34,2
93519,93740,319.42,2
93740,94022,364.51,2
94022,94361,299.25,2
94362,94703,357.65,2
94703,94811,562.76,2
94811,94973,372.61,2
94973,95105,358.06,2
95105,95417,372.48,2
95417,95520,401.59,2
95520,95803,370.7,2
95803,96143,322.45,2
96143,96394,331.19,2
96394,96617,409.96,2
96617,96780,373.09,2
96780,97031,339.19,2
97031,97134,381.64,2
97134,97475,372.71,2
97475,97607,370.17,2
97607,97709,343.28,2
97709,98021,354.7,2
98021,98242,333.8,2
98242,98493,329.88,2
98493,98624,332.65,2
98624,98845,363.41,2
98846,99126,338.51,2
99126,99467,339.58,2
99467,99570,386.02,2
99570,99854,419.79,2
99854,100164,301.22,2
100164,100353,289.98,2
100353,100513,295.05,2
100513,100703,302.81,2
100703,100805,366.56,2
100805,101145,310.31,2
101145,101278,404.74,2
101278,101469,325.54,2
101469,101690,337.29,2
101690,102029,286.35,2
102029,102161,347.12,2
102161,102504,378.86,2
102504,102663,287.98,2
