frame_begin,frame_end,reaction_time,block_id
10587,10718,327.57,1
10718,10880,378.66,1
10880,11220,273.1,1
11220,11356,494.51,1
11356,11695,300.97,1
11695,12036,311.36,1
12036,12256,295.78,1
12256,12536,309.51,1
12536,12846,282.92,1
12846,13037,326.67,1
13037,13226,290.1,1
13227,13446,267.19,1
13446,13725,278.24,1
13725,14066,316.63,1
14066,14407,334.37,1
14407,14510,400.14,1
14510,14669,268.59,1
14669,14801,362.01,1
14801,15112,336.44,1
15112,15215,365.22,1
15215,15498,420.31,1
15498,15838,298.07,1
15838,16094,491.48,1
16094,16314,295.97,1
16314,16474,291.73,1
16474,16723,265.79,1
16723,16828,434.22,1
16828,17170,342.65,1
17170,17305,464.11,1
17305,17408,383.6,1
17408,17717,278.35,1
17718,17937,259.44,1
17937,18186,266.16,1
18186,18316,319.57,1
18316,18536,287.33,1
18536,18817,305.07,1
18817,19157,298.8,1
19157,19263,481.9,1
19263,19543,282.71,1
19543,19853,284.78,1
19853,20044,305.52,1
20044,20209,464.62,1
20209,20399,278.1,1
20399,20506,513.86,1
20506,20853,535.01,1
20853,20986,361.18,1
20986,21176,294.63,1
21176,21395,270.7,1
21395,21734,285.42,1
21734,21866,362.17,1
21866,22206,285.92,1
22206,22367,359.0,1
22367,22648,318.76,1
22648,22755,541.86,1
22755,22856,291.04,1
22856,23195,268.77,1
23195,23414,283.18,1
23415,23516,330.94,1
23516,23711,457.7,1
23711,23814,393.86,1
23814,23978,421.66,1
23978,24289,302.43,1
24289,24451,358.85,1
24451,24581,283.63,1
24581,24688,523.39,1
24688,24849,334.56,1
24849,25166,538.65,1
25166,25386,277.81,1
25386,25636,283.22,1
25636,25917,300.94,1
25917,26139,368.36,1
26139,26420,306.8,1
26420,26731,331.53,1
26731,26983,338.97,1
26983,27329,491.38,1
27329,27550,302.85,1
27550,27741,314.95,1
27741,28057,491.69,1
28057,28307,287.49,1
28307,28438,311.6,1
74678,75020,378.48,2
75020,75301,308.25,2
75301,75645,420.32,2
75645,75896,329.1,2
75896,76002,499.54,2
76002,76162,320.03,2
76162,76323,319.79,2
76323,76423,306.89,2
76423,76523,301.99,2
76523,76683,290.42,2
76683,76993,300.47,2
76993,77218,461.56,2
77218,77560,364.67,2
77560,77721,297.79,2
77721,78070,582.52,2
78070,78232,371.04,2
78232,78572,310.8,2
78572,78735,382.55,2
78735,79076,333.64,2
79076,79391,489.38,2
79391,79618,527.2,2
79618,79872,419.34,2
79872,80092,302.13,2
80092,80312,303.22,2
80312,80561,284.62,2
80561,80662,341.04,2
80662,80791,263.82,2
80791,81040,254.53,2
81040,81320,318.27,2
81320,81660,324.0,2
81661,81821,315.76,2
81821,81981,279.51,2
81981,82265,436.26,2
82265,82516,340.37,2
82516,82714,571.14,2
82714,82964,281.97,2
82964,83094,314.71,2
83094,83404,320.12,2
83404,83655,320.88,2
83655,83967,341.61,2
83967,84187,316.7,2
84187,84347,284.46,2
84347,84543,513.88,2
84543,84795,328.03,2
84795,85074,287.78,2
85074,85180,484.2,2
85180,85461,342.67,2
85461,85621,305.78,2
85621,85901,295.51,2
85901,86151,296.91,2
86151,86401,305.65,2
86401,86680,267.4,2
86680,86960,301.79,2
86960,87272,346.86,2
87272,87406,444.96,2
87406,87512,490.79,2
87512,87675,395.93,2
87675,87837,351.73,2
87837,88099,731.14,2
88100,88385,491.68,2
88385,88605,300.84,2
88605,88945,299.23,2
88945,89108,403.65,2
89108,89328,279.76,2
89328,89489,344.84,2
89489,89618,286.95,2
89619,89718,283.38,2
89718,90028,302.1,2
90028,90278,306.51,2
90278,90384,518.27,2
90384,90485,320.78,2
90485,90828,386.51,2
90828,90930,374.98,2
90930,91209,290.06,2
91209,91522,424.79,2
91523,91810,528.24,2
91810,91910,318.75,2
91910,92142,691.16,2
92142,92302,304.37,2
92302,92461,276.79,2
136995,137245,317.96,3
137245,137586,331.69,3
137586,137896,308.45,3
137896,138002,503.2,3
138002,138311,269.34,3
138311,138501,319.4,3
138501,138841,301.13,3
138841,139004,421.57,3
139005,139316,370.99,3
139316,139536,297.44,3
139536,139816,291.17,3
139816,140066,297.24,3
140066,140197,336.67,3
140197,140446,271.75,3
140446,140575,285.17,3
140575,140681,501.59,3
140681,140994,379.73,3
140994,141156,380.84,3
141156,141259,397.3,3
141259,141449,282.08,3
141449,141556,554.5,3
141556,141895,282.98,3
141896,142085,295.39,3
142085,142246,315.82,3
142246,142346,294.92,3
142346,142476,295.01,3
142476,142816,293.4,3
142816,143156,306.14,3
143156,143290,438.23,3
143290,143450,305.35,3
143450,143759,291.42,3
143759,143979,289.17,3
143979,144081,373.59,3
144081,144243,326.05,3
144243,144403,305.14,3
144403,144537,457.22,3
144537,144639,343.04,3
144639,144918,290.8,3
144918,145199,356.2,3
145199,145449,283.62,3
145449,145548,292.04,3
145548,145767,273.78,3
145767,146016,260.52,3
146016,146266,279.25,3
146266,146397,344.0,3
146397,146616,267.09,3
146616,146835,277.49,3
146835,147114,267.89,3
147114,147397,377.95,3
147397,147677,311.37,3
147677,147867,311.46,3
147868,147971,409.9,3
147971,148108,521.37,3
148108,148298,313.53,3
148299,148458,272.62,3
148458,148737,271.69,3
148737,149077,315.41,3
149077,149418,345.14,3
149418,149520,358.91,3
149520,149709,261.68,3
149709,149870,309.76,3
149870,149971,332.86,3
149971,150132,311.31,3
150132,150352,283.06,3
150352,150484,371.81,3
150484,150794,306.58,3
150794,151074,316.31,3
151074,151237,388.08,3
151237,151517,302.5,3
151517,151707,307.25,3
151707,151926,264.33,3
151926,152206,307.39,3
152206,152337,350.48,3
152337,152438,316.26,3
152438,152627,262.69,3
152627,152906,257.09,3
152906,153246,280.81,3
153246,153466,326.55,3
153466,153715,287.29,3
153715,154026,330.01,3
154026,154247,317.77,3
154247,154527,322.85,3
154527,154841,427.25,3
154841,154943,345.72,3
