frame_begin,frame_end,pvt_n_lapses_500ms,pvt_n_lapses_60s,pvt_median_rt,pvt_mean_rt,pvt_mean_log_rt,pvt_mean_slowest_10_percent_rt,pvt_mean_fastest_10_percent_rt
12239,31406,1,0,338.37,347.9324137931034,5.838284776114102,473.3444444444444,280.541
94401,116282,1,0,354.855,359.5813157894737,5.875305206331747,443.95124999999996,281.56888888888886
165295,183804,6,0,347.39,362.8798765432099,5.875252483576699,520.9633333333334,275.49666666666667
