frame_begin,frame_end,pvt_n_lapses_500ms,pvt_n_lapses_60s,pvt_median_rt,pvt_mean_rt,pvt_mean_log_rt,pvt_mean_slowest_10_percent_rt,pvt_mean_fastest_10_percent_rt
14762,35638,1,0,304.86,313.1375903614458,5.73863130525846,398.0755555555555,266.24899999999997
83408,102683,0,0,304.095,311.45597560975614,5.73448138967582,396.15666666666664,265.771
147900,168111,2,0,310.12,333.16126582278486,5.778298193362743,543.625,246.26555555555555
