frame_begin,frame_end,pvt_n_lapses_500ms,pvt_n_lapses_60s,pvt_median_rt,pvt_mean_rt,pvt_mean_log_rt,pvt_mean_slowest_10_percent_rt,pvt_mean_fastest_10_percent_rt
12866,35091,0,0,336.13,342.81116883116886,5.829157559337062,427.40625,274.5511111111111
86668,108683,2,0,339.375,355.6105,5.858860921036131,497.89375,279.72333333333336
149473,169212,7,0,376.02,387.9834666666667,5.945560283462264,538.31625,295.03888888888895
