frame_begin,frame_end,pvt_n_lapses_500ms,pvt_n_lapses_60s,pvt_median_rt,pvt_mean_rt,pvt_mean_log_rt,pvt_mean_slowest_10_percent_rt,pvt_mean_fastest_10_percent_rt
12987,33347,22,0,376.57,412.4748101265822,5.9883042072995885,618.1875,285.95000000000005
75898,101061,7,0,324.26,356.24168674698797,5.852351487013914,553.3033333333333,274.92300000000006
143859,165832,2,0,322.53,339.15684210526314,5.804665822790454,498.50625,253.02333333333334
