frame_begin,frame_end,pvt_n_lapses_500ms,pvt_n_lapses_60s,pvt_median_rt,pvt_mean_rt,pvt_mean_log_rt,pvt_mean_slowest_10_percent_rt,pvt_mean_fastest_10_percent_rt
10682,31125,12,0,422.47,429.0289610389611,6.040892546816437,598.3425,301.22111111111116
71644,94166,9,0,399.595,407.251375,5.98966842776518,593.3562499999999,298.5411111111111
136418,157540,13,0,378.245,401.78785714285715,5.97355106726004,588.7222222222222,293.45
