frame_begin,frame_end,pvt_n_lapses_500ms,pvt_n_lapses_60s,pvt_median_rt,pvt_mean_rt,pvt_mean_log_rt,pvt_mean_slowest_10_percent_rt,pvt_mean_fastest_10_percent_rt
8402,31669,0,0,295.565,302.5291463414634,5.7018088949500205,402.6388888888889,250.23499999999999
60139,78733,2,0,288.05,304.09129411764707,5.7029180895894305,439.6244444444444,255.512
124994,148885,2,0,306.44,321.18951807228916,5.7521698088989,462.8955555555556,250.044
